ID,Name,Arabic Name,Alternative Name,Arabic Alternative Name,Library of Congress Name,Arabic Library of Congress Name,Also Known As,Arabic Also Known As,Documentation,Arabic Documentation,All Nisba IDs,Date of Death,Arabic Date of Death,Date of Birth,Arabic Date of Birth,Group ID,Reference Number,Hidden
4854,ʿAbd Allāh b. al-Imām al-Bbāta [Ḅḅāta] an-Nizārī,عبد الله بن الإمام الأباتي النزاري,,,,,,,Arabic Literature of Africa vol. V  p. 1144,الأدب العربي في أفريقيا المجلد الخامس ص 1144,[1444],1414/1993,1414/1993,1350/1931,1350/1931,11,,
4855,ʿAbd Allāh b. Abī Bakr b. Aḥmad b. Hayba al-Abdūkulī,عبد الله بن أبي بكر بن أحمد بن هيبه الأبدوكلي,ʿAbd Allāh b. Abī Bakr b. Muḥammad b. Aḥmad b. Hayba al-Abdūkulī (Ould al-Bara),عبد الله بن أبي بكر بن محمد بن أحمد بن هيبه الأبدوكلي (ابن البراء),,,,,Arabic Literature of Africa vol. V  p. 1529,الأدب العربي في أفريقيا المجلد الخامس ص 1529,[1390][172],1152/1739-40 (MLG),1152/1739-40 (ربشتوك),,,11,,
4856,Abū Bakr b. Muḥammad ash-Shaykh b. Ibrāhīm al-Abyayrī,أبو بكر بن محمد الشيخ بن إبراهيم الأبييري,Abū Bakr b. Muḥammad ash-Shaykh al-Abyīrī (MLG),أبو بكر بن محمد الشيخ بن الأبييري(ربشتوك),,,,,Arabic Literature of Africa vol. V  p. 91,الأدب العربي في أفريقيا المجلد الخامس ص 91,[8],,,,,11,,
4857,Aḥmad Sālik b. Muḥummadhun b. ʿAbbās al-Abyayrī,أحمد سالك بن محمذن بن عباس الآبيري,Aḥmad Sālik b. Muḥummadhun b. ʿAbbās at-Tandaghī (MLG); Aḥmad Sālik b. Muḥummadhun b. ʿAbbās al-Mālikī (Muʿjam Trārza),أحمد سالك بن محمذن بن عباس التندغي (روبشتوك)؛ أحمد سالك بن محمذن بن عباس المالكي (معجم الترارزة),,,Abbāh,ابّاه,Arabic Literature of Africa vol. V  p. 93,الأدب العربي في أفريقيا المجلد الخامس ص 93,[8],1286/1869-70,1286/1869-70,1202/1787,1202/1787,11,,
4858,Akhyār Ahlu b. ʿAbd Allāh b. Aʿbaydī al-Abyayrī,أخيار أهله بن عند الله بن عبدي الأبييري,Muḥammad  ʿAbd al-Malik Akhyār Ahlu b. ʿAbd Allāh b. ʿUbaydī b. Aḥmad al-Mubārik (MLG),محمد عبد الملك بن عند الله بن أخيار أهله بن عند الله بن عبدي بن أحمد بن المبارك (ربشتوك),,,Akhyār Ahlu,أخيار أهله,Arabic Literature of Africa vol. V  p. 94,الأدب العربي في أفريقيا المجلد الخامس ص 94,[8],1361/1942,1361/1942,1261/1845,1261/1845,11,,
4859,Aʿmar b. al-Fāḍil [Ṿāḍil] b. Budda al-Abyayrī,أعمر بن الفاضل بن بده الأبييري,,,,,,,Arabic Literature of Africa vol. V  p. 96,الأدب العربي في أفريقيا المجلد الخامس ص 96,[8],1284/1868,1284/1868,,,11,,
4860,Ibrāhīm b. Muḥammad b. Sīdī al-Mukhtār b. Sīdīyyā al-Intishāʾī al-Abyayrī,إبراهيم بن محمد بن سيدي المختار بن الشيخ سيديا الإنتِشائي الإبيري,,,,,,,Arabic Literature of Africa vol. V  p. 102,الأدب العربي في أفريقيا المجلد الخامس ص 102,[8],,,,,11,,
4861,Sālim b. Isallmu b. Aʿli Nbiṭālib b. ʿAbd al-Wadūd al-Abyayrī,سالم بن إسَلْمُ بن أعلي انْبطالب بن عبد الودود الأبييري,Sālim b. Aslam b. Aʿli b. Ṭālib b. ʿAbd al-Wadūd b. Ashfagha al-Amīn (MLG),,,,,,Arabic Literature of Africa vol. V  p. 131,الأدب العربي في أفريقيا المجلد الخامس ص 131,[8],1381/1961,,,1381/1961,11,,
4862,Sīdī Muḥammad b. Dāddāh al-Abyayrī al-Intishāʾī,سيدي محمد بن داداه الأبييري الإنتشائي,Muḥammad b. al-Dāh b. Aḥmad Maḥmūd Dāddāh al-Ntishāiʾ ī (AMMS); Sidi Muhammad (ar-Rajil) b. ad-Dah b. Daddah al-Abyayrī (Ould al-Bara),,,,al-Rājil,الراجل,Arabic Literature of Africa vol. V  p. 166,الأدب العربي في أفريقيا المجلد الخامس ص 166,[8],1360/1942,1360/1942,1270/1853,1270/1853,11,,
4863,ʿAbd Allāh b. Aḥmad b. ʿAbbās al-Ābbayrī,عبد الله بن أحمد بن عباس الآبيري,,,,,,,Arabic Literature of Africa vol. V  p. 52,الأدب العربي في أفريقيا المجلد الخامس ص 52,[243],1307/1889,1307/1889,1225/1810,1225/1810,11,,
4864,ʿAbd al-Wadūd b. Sīdī ʿAbd Allāh al-Abyayrī,عبد الودود بن سيدي عبد الله الأبييري,,,,,,,Arabic Literature of Africa vol. V  p. 89,الأدب العربي في أفريقيا المجلد الخامس ص 89,[8],1372/1952,1372/1952,,,11,,
4865,Fāṭima [Vāṭma] bint Muḥammad Maḥmūd b. ʿAbd al-Fattāḥ al-Abyayriyya,فاطمة بنت محمد محمود بن عبد الفتاح الأبييرية,,,,,,,Arabic Literature of Africa vol. V  p. 97,الأدب العربي في أفريقيا المجلد الخامس ص 97,[8],13/19th C,القرن الثالث عشر الهجري التاسع عشر الميلادي,,,11,,
4866,Muḥammad al-Muṣṭafā b. Sīdī b. Muḥammadā b.ʿUmar al-Abyayrī,محمد المصطفى بن سيدي بن محمدا بن عمر الأبييري,,,,,,,Arabic Literature of Africa vol. V  p. 113,الأدب العربي في أفريقيا المجلد الخامس ص 113,[8],,,,,11,,
4867,Muḥummadhun b. Muḥummadhun Fāl [Ṿāl] b. Aḥmad b. ʿAbbās al-Ābbayrī,محمذن بن محمذن فال بن أحمد بن عباس الآبيري,,,,,,,Arabic Literature of Africa vol. V  p. 75,الأدب العربي في أفريقيا المجلد الخامس ص 75,[243],1349/1930,1349/1930,1289/1872,1289/1872,11,,
4868,Muḥammad b. Yikbir b. Amīn al-Ābbayrī,محمد بن يكبر بن آمين الآبيري,,,,,,,Arabic Literature of Africa vol. V  p. 64,الأدب العربي في أفريقيا المجلد الخامس ص 64,[243],1417/1996,1417/1996,1338/1919,1338/1919,11,,
4869,Muḥammad Khaṭṭār b. al-Bakkāʾī b. Muḥammad b. Saʿīd al-Abyayrī,محمد خطاري بن البكاي بن محمد بن سيد الأبييري,Muḥammad Khaṭṭār b. al-Bakkaʾi b. Muḥammad b. Sīdī Jubayl al-Abyīrī (MLG),,,,Muḥammad Khaṭṭārī,,Arabic Literature of Africa vol. V  p. 117,الأدب العربي في أفريقيا المجلد الخامس ص 117,[8],,,,,11,,
4870,Muḥammad Sālim b. Muḥummadhun Fāl [Ṿāl] [Ḅḅāḅḅa] al-Abyayrī,محمد سالم بن محمذن فال أبَّابَّ الآبيري,,,,,,,Arabic Literature of Africa vol. V  p. 126,الأدب العربي في أفريقيا المجلد الخامس ص 126,[8],1375/1975,1375/1975,1323/1905,1323/1905,11,,
4871,Muḥammaddin b. ʿAbd aṣ-Ṣamad b. ʿAbd al-Mālik al-Ābbayrī,محمدن بن عبد الصمد بن عبد الملك الآبيري,"Muḥammad b. ʿAbd aṣ-Ṣamid al-Mālikī at-Tandaghī (AMMS, MLG)","محمد بن عبد الصمد المالكي التندغي (AMMS, ربشنوك)",,,Mannā,منًّا,Arabic Literature of Africa vol. V  p. 64,الأدب العربي في أفريقيا المجلد الخامس ص 64,[243],"May 18, 1969/ Sunday, 1 Rabbiʿ al-Awal 1389","الأحد 1 ربيع الأول 1389هـ الموافق 18 مايو 1969مMay 18th, 1969",1303/1886,1303/1886,11,,
4872,Muḥammaddin b. al-Mukhtār as-Sālim b. ʿAbd Allāh al-Ābbayrī,محمدن بن المختار السالم بن عبد الله الآبيري,Muḥammad (Muḥammadu) b. al-Mukhtār as-Sālim b. ʿAbd Allāh b. Muḥammad b. ʿAbbās (MLG),محمد (محمدو) بن المختار السالم بن عبد الله بن محمد بن عباس (روبشتوك),,,Buddā,بدا,Arabic Literature of Africa vol. V  p. 68,الأدب العربي في أفريقيا المجلد الخامس ص 68,[243],1397/1976,1397/1976,1311/1893-4,1311/1893-4,11,,
4873,Muḥammaddin b. Muḥammaddū (Bbu) b. ʿAbd Allāh al-Ābbayrī,محمدن بن محمدو (بو) بن عبد الله الآبيري,,,,,Bbu,بو,Arabic Literature of Africa vol. V  p. 69,الأدب العربي في أفريقيا المجلد الخامس ص 69,[243],1392/1972,1392/1972,,,11,,
4874,Muḥammad b. Uwwāhu al-Abyayrī al-Idabbaʿmrī,محمد بن أواهو الأبييري الأدبعمري,,,,,,,Arabic Literature of Africa vol. V  p. 115,الأدب العربي في أفريقيا المجلد الخامس ص 115,[1419][8],1970s,سبعينيات القرن العشرين,,,11,,
4875,Muḥammad Sīdīnā b. Aḥmad Maḥmūd b. Sīdīnā al-Abyayrī,محمد سيدينا بن أحمد محمود بن سيدينا الأبييري,,,,,,,Arabic Literature of Africa vol. V  p. 127,الأدب العربي في أفريقيا المجلد الخامس ص 127,[8],1346/1927,1346/1927,,,11,,
4876,Muḥummadhun b. Muḥammadā al-Abyayrī al-Idabbaʿmrī,محمذن بن محمدا الأبييري الإدبعمري,,,,,,,Arabic Literature of Africa vol. V  p. 129,الأدب العربي في أفريقيا المجلد الخامس ص 129,[1419][8],late 13/19th C,توفي آخر القرن الهجري الثالث عشر آخر التاسع عشر الميلادي,,,11,,
4877,Aḥmad b. Muḥammad b. ash-Shaykh Sīdīyya Bāba al-Intishāʾī al-Abyayrī,أحمد بن محمد بن الشيخ سيديا بابه الإنتشائي الأبييري,,,,,Aḥmad b. Allu Muḥammad,أحمد بن آلُ محمدْ,Arabic Literature of Africa vol. V  p. 93,الأدب العربي في أفريقيا المجلد الخامس ص 93,[1430][8],2004,2004,,,11,,
4878,Yūsuf b. Bāba b. Sīdī Muḥammad b. ash-Shaykh Sīdiyyā al-Intishāʾī al-Abyayrī,يوسف  بن بابه بن سيدي محمد بن الشيخ سيديَّا الآنتشائي الأبييري,,,,,,,Arabic Literature of Africa vol. V  p. 169,الأدب العربي في أفريقيا المجلد الخامس ص 169,[1430][8],,,,,11,,
4879,ash-Shaykh b. Aḥmad Maḥmūd al-Khājīlī [al-Khādjīlī] al-Abyayrī,الشيخ بن أحمد محمود الخاجيلي الأبييري,,,,,,,Arabic Literature of Africa vol. V  p. 132,الأدب العربي في أفريقيا المجلد الخامس ص 132,[1434][8],1362/1942,1362/1942,,,11,,
4881,Muḥammad ʿUmrān b. Sīdī b. Ashfagha [Atshfagha] al-Busātī,محمد عمران بن سيدي بن أشفغ البساتي,,,,,,,Arabic Literature of Africa vol. V  p. 369,الأدب العربي في أفريقيا المجلد الخامس ص 369,[161],1417/1996,صبيحة يوم الأربعاء9 رجب 1417/ 20 نوفمبر 1996,1340/1921,1340/1921,11,,
4882,Sīdī b. ʿAbd Allāh b. Muḥammad b. Aḥmad al-Khalaf al-Alfagha Ḥayballī,سيدي بن عبد الله بن محمد بن أحمد الخلف الألفغَ حيبلي,,,,,,,Arabic Literature of Africa vol. V  p. 292,الأدب العربي في أفريقيا المجلد الخامس ص 292,[96],1364/1944,1364/1944,,,11,,
4883,Muḥammad Mbārik b. Babakr al-Alfagha Ḥayballī,محمد امبارك بن ببكر الألفغ حيبلي,Muḥammad Mbārik b. Babakr b. Saʿīd Ḥayballī al-Yaʿqūbī (MLG),محمد امبارك بن ببكر بن سعيد حيبلي اليعقوبي (ربشتوك),,,,,Arabic Literature of Africa vol. V  p. 287,الأدب العربي في أفريقيا المجلد الخامس ص 287,[96],1317/1899-00,1317/1899-00,,,11,,
4884,Aḥmad Bazayd b. Muḥammad Saʿīd al-Alfagha Ḥayballī,أحمد بَزَيْدْ بن محمد سعيد الألْفَغِ حيْبَلِّي,,,,,,,Arabic Literature of Africa vol. V  p. 282,الأدب العربي في أفريقيا المجلد الخامس ص 282,[96],1360/1941,1360/1941,,,11,,
4885,Muḥammad al-Amīn b. Muḥammad al-Alfagha Ḥayballī,محمد الأمين بن محمد الألفغ حيبلي,,,,,Abyah,,Arabic Literature of Africa vol. V  p. 283,الأدب العربي في أفريقيا المجلد الخامس ص 283,[96],1331/1912,1331/1912-3,,,11,,
4886,Muḥammad b. al-Mukhtār b. Sīdī b. Saʿīd al-Alfagha al-Ḥayballī,محمد بن المختار بن سيدي بن سعيد الألفغ حيبلي,,أبياه,,,Ḅḅayyāh,,Arabic Literature of Africa vol. V  p. 285,الأدب العربي في أفريقيا المجلد الخامس ص 285,[96],1368/1948,1368/1948,,,11,,
4887,Muḥammad ʿAbd ar-Raḥmān b. Muḥummadhun Akhyār al-Alfagha Ḥayballī,محمد عبد الرحمن بن محمذن بن أخيار الألفغ حيبلي,,,,,Ammā,أمٌا,Arabic Literature of Africa vol. V  p. 282,الأدب العربي في أفريقيا المجلد الخامس ص 282,[96],1356/1937-8,1356/1937-8,1272/1855-6,1272/ 1855-6,11,,
4888,Muḥummadhun b. Mḥammad al-Amīn al-Alfagha Ḥayballī,محمذن بن امحمد الأمين الألفغَ حيبلي,Muḥammadhun b. Mḥammad al-Amīn Akhāyr Ḥayballī (Ould al-Bara); Muḥammad b. Muḥammad al-Amīn b. Akhyār and Muḥammad b. Muḥammad al-Amīn Alfāghī and Muḥammad Fāḍl b. Muḥammad al-Amīn al-Qalqamī (AMMS); Muḥammad Fāḍl b. Muḥammad al-Amīn b. aṭ-Ṭalib Akhyār ash-Sharīf al-Qalqamī (MLG),محمذن (أب) بن امحمد الأمين اخيار حيبلي (ابن البرا); محمد بن محمد الأمين بن اخيار ومحمد بن محمد الأمين الألفغي ومحمد الفضل بن محمد الأمين القلقمي (AMMS); محمد الفضل بن محمد الأمين بن الطالب اخيار القلقمي (ربشتوك),,,,أبُّو,Arabic Literature of Africa vol. V  p. 288,الأدب العربي في أفريقيا المجلد الخامس ص 288,[96],1318/1900-1,1318/1900-1,1234/1818,1234/1818,11,,
4889,Muḥammad Maḥmūd b. Muḥummadhun b. Ashfagha [Atshfagha] al-Muṣṭafā al-Ashfagha [Atshfagha] al-Ḥayballī,محمد محمود بن محمذن بن أشفغ المصطف الألفغ حيبلي,,,,,,,Arabic Literature of Africa vol. V  p. 287,الأدب العربي في أفريقيا المجلد الخامس ص 287,[96],1335-1916-17,1335-1916-17,,,11,,
4890,Sīdī b. Anjubnān [Ndyubnān] b. Muḥammad b. Aḥmad Jahaja [Dyahdya] (جهجه) al-Alfagha Ḥayballī,سيدي بن انجبنان بن محمد بن أحمد جهجه الألفغ حيبلي,,سيدي بن  أجفغ  انجبنان الألفغي,,,,,Arabic Literature of Africa vol. V  p. 282,الأدب العربي في أفريقيا المجلد الخامس ص 282,[96],,عاش في القرن الثالث عشر الهجري التاسع عشر الميلادي,,,11,,
4891,Muḥummadhun b. Munīra al-Alfaghī [al-Idātfaghī],محمذن بن منيرة الألفغي,,,,,,,Arabic Literature of Africa vol. V  p. 296,الأدب العربي في أفريقيا المجلد الخامس ص 296,[1396],after 1206/1791,توفي بعد: 1206/1791,,,11,,
4892,Sālim b. al-Muṣṭafā b. Abbūda al-Alfaghī [al-Idātfaghī] al-Ḥubbaynī,سالم بن المصطفى بن آبودَه الألفغي الحبيني,,,,,,,Arabic Literature of Africa vol. V  p. 298,الأدب العربي في أفريقيا المجلد الخامس ص 298,[1396][1417],1298/1881,1298/1881,,,11,,
4893,Munīra b. Ḥabīb Allāh [Ḥabībaḷḷā] al-Alfaghī [al-Idātfaghī],منيرة بن حبيب الله الألفغي,Sīdī Munīr b. Ḥabīb Allāh as-Samsadī at-Tashumshāwī al-Alfaghī (MLG),,,,,,Arabic Literature of Africa vol. V  p. 297,الأدب العربي في أفريقيا المجلد الخامس ص 297,[1396][151],1162/1748-9,1162/1748-9,,,11,,
4894,Muḥammaddu b. al-Mukhtār aj-Jār (الْجَارْ) b. Abūbak al-Intābī,محمدو بن المختار (الْجَارْ) بن أبُوبَكْ الأَنتَابِي,,أبُّو,,,Bbū,أبُّو,Arabic Literature of Africa vol. V  p. 827,الأدب العربي في أفريقيا المجلد الخامس ص 827,[608],14th/20th C   ,توفي في أربعينيات القرن التاسع عشر      ,,,11,,
4895,Aʿmar Mawlūd b. Shaybatta al-Intābī,أَعْمَرْ مَوْلُودْ بن شَيْبَة الأَنْتَابِي,,,,,,,Arabic Literature of Africa vol. V  p. 826,الأدب العربي في أفريقيا المجلد الخامس ص 826,[608],1322/1904-5,1322/1904-5,,,11,,
4896,Aḥmad b. aj-Jar al-Intābī,أحمد بن الجار الإنتابي,,,,,Hmayid,احميد,Arabic Literature of Africa vol. V  p. 825,الأدب العربي في أفريقيا المجلد الخامس ص 825,[608],ca. 1240/1824-5,ca. 1240/1824-5,,,11,,
4897,Murābiṭ b. Khaṭrī al-Idāshfaghī [al-Idātfaghī],المرابط بن خطري الإداشفغي,Limrābiṭ b. Khaṭṭār al-Iydāshfaghī ash-Shamshawī (Muʿjam at-Trārza),لمرابط بن خطري الإيداشفغي الشمشوي (معجم الترارزة),,,,,Arabic Literature of Africa vol. V  p. 298,الأدب العربي في أفريقيا المجلد الخامس ص 298,[1396][151],,,,,11,,
4898,Aḥmadnāh b. Ghulām b. Aḥmad b. Hammar al-Idagfūdī at-Tandaghī,أحمدْنَاهْ بن غلام بن أحمد بن هَمَّرْ الإِدَكفُودْيي التَّنَدغي,,أحمد,,,Aḥmad,أحمد,Arabic Literature of Africa vol. V  p. 1321,الأدب العربي في أفريقيا المجلد الخامس ص 1321,[1421][84],1380/ 1960,1380/ 1960,,,11,,
4899,Abbūh (Aḥmad Fāl [Ṿāl]) b. Muḥammad Fāl [Ṿāl] b. Muḥammad b. Asyād al-Idakwūdyī,أحمدْ فال بن محمد فال بن محمد بن أسياد الإدَكُّودِي,,ابُّوهْ ولد أسيادْ,,,Abbūh wuld Asyād,ابُّوهْ ولد أسيادْ,Arabic Literature of Africa vol. V  p. 780,الأدب العربي في أفريقيا المجلد الخامس ص 780,[1423],1944,1944,1914,1914,11,,
4900,Muḥummadhun Bāba b. Muḥammad b. Mbārik b. Bābbīh al-Idakwūdyī,محمذن بابه بن محمد بن امبارك بن بابيه الإدكودي,,,,,,,Arabic Literature of Africa vol. V  p. 787,الأدب العربي في أفريقيا المجلد الخامس ص 787,[1423][151],1343/1924,1343/1924,,,11,,
4901,al-Muṣṭafā b. Muḥummadhun b. Muṣṭafā al-Idakwūdyī,المصطفى بن محمذن بن المصطفى الإدَكُّودِي,,,,,,,Arabic Literature of Africa vol. V  p. 788,الأدب العربي في أفريقيا المجلد الخامس ص 788,[1423],1350/1931-2,1350/1931-2,,,11,,
4903,ash-Shaykh Aḥmad Maḥmūd b. al-Ghallāwī al-Idyaydbī,الشيخ أحمد محمود بن الغلاوي الإديجبي,,,,,,,Arabic Literature of Africa vol. V  p. 820,الأدب العربي في أفريقيا المجلد الخامس ص 820,[224],,,1357/1938,1357/1938,11,,
4904,Bāba Aḥmad al-Idyaydbī,بابه أحمد الإديجبي,Baba Aḥmad b. Bā Maḥamm al-Haji al-Ijaijbī (MLG),,,,,,Arabic Literature of Africa vol. V  p. 801,الأدب العربي في أفريقيا المجلد الخامس ص 801,[224],,,,,11,,
4905,Shakrūd b. Muḥammad b. Maḥmūd al-Idyaydbī,شكرود بن محمد بن محمود الإديجبي,,,,,,,Arabic Literature of Africa vol. V  p. 818,الأدب العربي في أفريقيا المجلد الخامس ص 818,[224],,,1948,1948,11,,
4906,ash-Shaybānī b. Muḥammad Yaḥyā b. Muḥammad Atfagha [Atshfagha] al-Idyaydbī,الشيباني بن بن محمد يحي بن محمد أشفغ الإديجبي,ash-Shaybān b. Muḥammad Alfagha al-Ijaijbah (MLG),الشيباني بن بن محمد أشفغ الإديجبي (ربشتوك),,,,,Arabic Literature of Africa vol. V  p. 819,الأدب العربي في أفريقيا المجلد الخامس ص 819,[224],,,1365/1945,1365/1945,11,,
4907,ʿAbd Allāh b. ash-Shaykh ʿAbd Allāh al-Kabīr al-Idyaydbī,عبد الله بن الشيخ عبد الله الكبير الإديجبي,,محمد عبد الله,,,,,Arabic Literature of Africa vol. V  p. 799,الأدب العربي في أفريقيا المجلد الخامس ص 799,[224],21 Ramadan 1410/16 April 1990,الإثنين 21 رمضان 1410ﻫ/ 16 إبريل 1990م,1323/1905,1323/1905,11,,
4908,Muḥammad b. ash-Shaykh ʿAbd Allāh al-Idyaydbī,محمد بن الشيخ عبد الله الإديجبي,,,,,Khalīfa,خليفة,Arabic Literature of Africa vol. V  p. 813,الأدب العربي في أفريقيا المجلد الخامس ص 813,[224],,,,,11,,
4909,Muḥammad ʿAbd ar-Raḥmān b. al-Bārr al-Idyaydbī,محمد عبد الرحمن بن البار الإديجبي,,,,,,,Arabic Literature of Africa vol. V  p. 805,الأدب العربي في أفريقيا المجلد الخامس ص 805,[224],,,1945,1945,11,,
4910,Muḥammad ʿAbd Allāh b. al-Ghallāwī al-Idyaydbī,محمد عبد الله بن الغلاوي الإديجبي,,,,,,,Arabic Literature of Africa vol. V  p. 803,الأدب العربي في أفريقيا المجلد الخامس ص 803,[224],,,1942,1942,11,,
4911,Muḥammad Yaḥyā b. al-Munjī al-Idyaydbī,محمد يحيى بن المنجى الإديجبي,Muḥammad Yaḥyā b. al-Mustafā b. al-Munjī (MLG),,,,,يحيى,Arabic Literature of Africa vol. V  p. 816,الأدب العربي في أفريقيا المجلد الخامس ص 816,[224],,,ca. 1928,محمد يحيى بن المنجى الإديجبي ولد تقريبا سنة 1928,11,,
4912,al-Muṣṭafā b. ash-Shaykh ʿAbd Allāh al-Idyaydbī,المصطفى بن الشيخ عبد الله الإديجبي,,,,,,,Arabic Literature of Africa vol. V  p. 817,الأدب العربي في أفريقيا المجلد الخامس ص 817,[224],,,,,11,,
4913,al-Muṣṭafā b. al-Munjī al-Idyaydbī,المصطفى بن المنجى الإديجبي,,,,,,,Arabic Literature of Africa vol. V  p. 818,الأدب العربي في أفريقيا المجلد الخامس ص 818,[224],,,1945,1945,11,,
4914,al-Muṣṭafa b. Udāʿa al-Idyaydbī,المصطفى بن أداعة الإديجبي,,,,,,,Arabic Literature of Africa vol. V  p. 818,الأدب العربي في أفريقيا المجلد الخامس ص 818,[224],early 20th century,توفي في النصف الأول من القرن العشرين,mid-19th century,ولد منصف القرن التاسع عشر الميلادي,11,,
4915,Aḥmad Sālim b. Bāggā al-Idawdanyuqbī,أحمد سالم بن باگا الإدودنيعقبي,,,,,Bāggā,باگا,Arabic Literature of Africa vol. V  p. 411,الأدب العربي في أفريقيا المجلد الخامس ص 411,[1425][20],1401/1980,1401/1980,1319/ 1901-2,1319/ 1901-2,11,,
4917,ʿAbd Allāh b. aṭ-Ṭālib ʿUthmān az-Zaḥḥāfī al-Idayllbī,عبد الله بن الطالب عثمان الزحافي الإديلبي,ʿAbd Allāh b. aṭ-Ṭālib ʿUthmān b. ʿAbd Allāh b. ʿAlī b. Yaḥyā b. aṭ-Ṭālib Maḥḥam b. az-Zaḥḥāf Muḥammad al-Idayllbī (Ould al-Bara),,,,,,Arabic Literature of Africa vol. V  p. 792,الأدب العربي في أفريقيا المجلد الخامس ص 792,[1426],1260/1843-4,1260/1843-4,,,11,,
4918,Sīdī Aḥmad b. Muḥammad b. Āʿjjī al-Idayllbī al-Walātī,سيدي أحمد بن محمد بن أعجي الإديلبي الولاتي,Sīdī Aḥmad b. Muḥammad b. Mūsā b. Āyjjil al-Zayadī (Ould al-Bara),سيدي أحمد بن محمد بن موسي بن أيجٌل الزيدي (ابن البراء),,,,,Arabic Literature of Africa vol. V  p. 797,الأدب العربي في أفريقيا المجلد الخامس ص 797,[1426][172],12/18th C,12/18 ق,,,11,,
4919,Aḥmad Miska b. al-ʿAtīq al-Bārikī,أحمد مسكه بن العتيق الباركي,,,,,,,Arabic Literature of Africa vol. V  p. 312,الأدب العربي في أفريقيا المجلد الخامس ص 312,[659],1362/1943,1362/1943,,,11,,
4920,Aḥmad Yaʿqūb b. Muḥammad b. Abnuʿumar al-Bārikī,أحمد يعقوب بن محمد بن أبنعمر الباركي,,,,,,,Arabic Literature of Africa vol. V  p. 313,الأدب العربي في أفريقيا المجلد الخامس ص 313,[659],1303/1885-6,1303/1885-6,,,11,,
4921,Sīdī ʿAbd Allāh b. al-Fāẓil al-Bārikī,سيدي عبد الله بن الفاظل الباركي,Sīdi ʿAbd Allāh b. al-Fāḍil [Ṿāḍil] b. Bārīk Allāh (MLG),سيدي عبد الله بن الفاضل بن سيدي البارك الله (ربشتوك),,,,,Arabic Literature of Africa vol. V  p. 334,الأدب العربي في أفريقيا المجلد الخامس ص 334,[659],1209/1794-5,1209/1794-5,,,11,,
4922,Muḥammad al-Māmī [al-Ṃāṃī] b. Muḥammad b. Maḥmūdan b. al-Amīn al-Bārīkī,محمد المامي بن محمد بن محمودن بن الأمين الباركي,,,,,,,Arabic Literature of Africa vol. V  p. 317,الأدب العربي في أفريقيا المجلد الخامس ص 317,[659],1319/1901,1319/1901,,,11,,
4923,al-Mrābiṭ b. ʿAbd al-ʿAzīz al-Bārikī,المرابط بن عبد العزيز الباركي,Limrābiṭ b. ʿAbd al-ʿAzīz al-Bārikī (Muʿjam at-Trārza),لمرابط بن عبد العزيز الباركي (معجم الترارزة),,,,,Arabic Literature of Africa vol. V  p. 316,الأدب العربي في أفريقيا المجلد الخامس ص 316,[659],,,,,11,,
4924,al-Bukhārī b. al-Filālī al-Miskī al-Bārikī,البخاري بن الفلالي المسكي الباركي,Bukhārī b. al-Filālī al-Yaʿqūbī al-Bārikī (MLG),محمد البخاري,,,Muḥammad Bukhārī,,Arabic Literature of Africa vol. V  p. 314,الأدب العربي في أفريقيا المجلد الخامس ص 314,[659],1258/1842, 1258/1842,,,11,,
4925,Muḥammad b. al-Bukhārī al-Bārikī,محمد بن البخاري الباركي,Muḥammad b. al-Bukhārī b. Mawlūd al-Bārikī (MLG); Muḥammad al-Bukhārī b. Mawlūd al-Bārikī (Muʿjam at-Trārza),محمد بن البخاري بن مولود الباركي (ربشتوك)؛ محمد البخاري بن مولود الباركي (معجم الترارزة),,,,,Arabic Literature of Africa vol. V  p. 319,الأدب العربي في أفريقيا المجلد الخامس ص 319,[659],,,,,11,,
4926,Aḥmad b. Abī Bakr b. al-Ḥāj ʿAbd ar-Raḥmān al-Bārtaylī [al-Ḅārittaylī],أحمد بن أبي بكر بن الحاج عبد الرحمن البارتلي,Aḥmad b. Abī Bakr b. ʿAbd Allāh al-Ḅārittaylī (Ould al-Bara); aṭ-Ṭālib Aḥmad b. Abī Bakrīn b. al-Ḥāj ʿAbd ar-Raḥmān al-Burtulī (Ibn Hamidun and Heymowski),أحمد بن أبي بكر بن عبد الله البرتلي (ابن البرا)؛ الطالب أحمد بن أبي بكرين الحاج عبد الرحمن البرتلي (ابن حامد وهيموسكي),,,Ṭālib Aḥmad,,Arabic Literature of Africa vol. V  p. 343,الأدب العربي في أفريقيا المجلد الخامس ص 343,[580],1208/1794,1208/1794,,,11,,
4927,Aḥmad b. ʿAbd Allāh b. Aḥmad b. Bbūh al-Bārtaylī [al-Ḅārittaylī],أحمد بن عبد الله بن أحمد بن ابوه البارتلي,,,,,,,Arabic Literature of Africa vol. V  p. 343,الأدب العربي في أفريقيا المجلد الخامس ص 343,[580],1323/1905-6,1323/1905-6,,,11,,
4928,Bāba Muḥammad b. al-Bashīr al-Bārtaylī [al-Ḅārittaylī],بابه محمد بن البشير البارتلي,Bābānā Muḥammad b. al-Bashīr al-Bārtaylī (Ibn Hamidun and Heymowski),بابانا محمد بن البشير البارتلي (ابن حامد وهيموسكي),,,Bābānā,بابانا,Arabic Literature of Africa vol. V  p. 346,الأدب العربي في أفريقيا المجلد الخامس ص 346,[580],,,,,11,,
