ID,Parent ID,Subject,Arabic Subject
1594,,Sufism: orders: Tijaniyya: accusations of,تصوف: طوق: تجانية: دفاع عن
1595,,politics: administration: census: (people killed & captured),سياسة: إدارة: إحصاء (العدو وأسراه)
1596,,social matters: delinquents,مجتمعية: منحرفين
1597,,history: events: calendar,تاريخ: حوادث: تقويم
1600,,politics: delegation,سياسة: ندب
1604,,Qurʾan: recitation: phonetics: articulation,قرآن: تجويد: صوتيات: مخارج الحروف
1608,,history: Mali: Segu: battle of Keje,تاريخ: مالي: صيغو: معارك كيجي
1610,,economy: census: booty,إقتصاد: إحصاء: غنيمة
1611,,history: events: calendar: Coptic,تاريخ: حوادث: تقويم: تقويم: السنة القبطية
1616,,politics: allegiance: declaration of clientage,سياسة: مبايعة: اعلان الولاء
1617,,politics: alarming troubles and request for aid,سياسة: اضطرابات (طلب التدخل للقضاء عليها)
1621,,jurisprudence: inheritance: will,فقه: ميراث: وصية
1625,,history: geneology: Qurashites,تاريخ: أنساب: قرشيين
1626,,politics: administration: order to obey orders,سياسة: إدارة: اعلان الطاعة
1628,,history: Maghrib: after the Almoravids,توحيد: المغرب: خلق الكون بعد المرابطون
1630,,Sufism: poetry,تصوف: شعر
1631,,biography: Sidi Ahmad b. Jaʿfar al-Sabti,تراجم: سيدي احمد بن جعفر
1632,,literature: folk tales (the town of copper),أدب: قصص شعبي (قرية نحاس احمر)
1634,,ethics: spiritual counsel: hospitality,أخلاق: إرشاد: كرم الضيافة
1635,,history: events: chronology of pilgrimage to Mecca,تاريخ: حوادث: حوادث (الحج إلي بيت الله)
1636,,ethics: spiritual counsel: jealousy and vanity,أخلاق: إرشاد: غيرة/غرور
1638,,biography: collective: Tijaniyya,تراجم: جماعية: تجانية
1639,,Prophet Muhammad: dialogue with Gabriel,سيرة نبوية: : قصة المعراج
1640,,literature: stories: story of Yusuf (Joseph),أدب: قصص: يوسف عليه السلام
1641,,politics: administration: census: towns and villages,سياسة: إدارة: إحصاء (سكاني)
1644,,economy: zakat (collection of),إقتصاد: زكاة (محصلة ما جمع)
1645,,"economy: zakat (names of donors/disciples, sums)",إقتصاد: زكاة (أسماء، ما جمع)
1646,,economy: census: horses,إقتصاد: إحصاء: فرسان
1647,,social matters: allegiance,مجتمعية: مبايعة
1648,,politics: adjudication: disputes,سياسة: قضاء: خصومات
1649,,economy: zakat (names of donors/disciples),إقتصاد: زكاة (أسماء دافعي الزكاة)
1650,,history: events: birth & death dates of jurists / writers,تاريخ: حوادث: ميلاد ووفاة فقهاء / كتاب
1653,,literature: description: jihad,أدب: وصف: جهاد
1654,,economy: census: clothes (& those possessing),إقتصاد: إحصاء: ملابس
1656,,history: Mali: Ahmad al-Kabir al-Madani: itinerary,تاريخ: مالي: أحمد الكبير المدني: خطوط
1657,,Qurʾan (& prayer),قرآن: متعدد (والأدعية)
1659,,social matters: personal names,مجتمعية: أسماء اشخاص
1660,,politics: information (about several people),سياسة: تحريات
1661,,politics: administration: census (inhabitants of Bafu/Baqu?),سياسة: إدارة: إحصاء (سكان مدينة بافو او باقو?)
1664,,politics: administration: census (materiel),سياسة: إدارة: إحصاء (فرسان وجنود ورماة)
1668,,politics: administration: census (number of killed and wounded),سياسة: إدارة: إحصاء (قتلي وجرحي)
1670,,economy: accounts,إقتصاد: كشف حساب
1671,,social matters: notables: names (from K.jar.mm),مجتمعية: أعيان: أسماء
1672,,politics: allegiance: renewal,سياسة: مبايعة: تجديد
1673,,literature: eulogy: Ahmad al-Kabir al-Madani & ʿUmar b. Saʿid,أدب: مدح: أحمد الكبير المدني
1674,,biography: Imam Nuh b. Kuli b. al-Bari al-Sayyidi,تراجم: امام نوح بن كل بن البري السيدي
1676,,social matters: relationships (family affairs),مجتمعية: علاقات (أسرية)
1677,,economy: census (ownership of cows),إقتصاد: إحصاء (ملكية أبقار)
1678,,devotional: dhikr,تحنث: ذكر
1679,,jurisprudence: diverse: inheritance / transactions,فقه: متعدد: ميراث / تجارة
1680,,history: Mali: Songhay and Timbuktu,تاريخ: مالي: صنغاي وتمبكتو
1681,,Arabic language: grammar: conjugation,لغة عربية: نحو: اعراب
1682,,ethics: spiritual counsel: Islamic,أخلاق: إرشاد: اسلامية
1683,,belief: unbelief: signs of (in Africa),عقيدة: تكفير: علامات الكفر (في افريقيا)
1684,,literature: stories: adventures,أدب: قصص : مغامرات
1687,,politics: request: for an audience,سياسة: طلبات: علاقات
1689,,Prophet Muhammad: recommendations: to Ibn ʿAbbas,توحيد: وصاية النبي لابن العباس
1691,,Prophet Muhammad: parents of,سيرة نبوية: والدي النبي
1692,,science: methodology,مناهج بحث: علوم
1693,,history: Arab conquest: Egypt (city of Bahnasa),تاريخ: انتصار عربي: مصر (مدينة بهنسة)
1694,,jurisprudence: marriage: children: legitimacy,فقه: نكاح: اولاد: لقطاء
1696,,geography: itinerary (West Africa to Mecca),جغرافيا: طرق (من إفريقيا الغربي إلي المكة المكرمة)
1699,,Qurʾan: study of: number & grouping of verses,قرآن: دراسة: عدد الآيات وجمعها
1700,,Sufism: judgement day,تصوف: يوم الدين
1701,,politics: administration: sanctions (for non-participants in jihad),سياسة: إدارة: عقوبات (الممتنعين عن الجهاد)
1703,,esoteric sciences: secrets: study of the unknown,باطنيات: أسرار: علم الغيب
1704,,jurisprudence: adjudication: proxy,فقه: قضاء: توكيل
1705,,history: Mali: Songhay,تاريخ: مالي: سنغاي
1708,,biography: collective: ʿulamāʾ: Tinbuktu,تراجم: جماعية: علماء تنبكت
1712,,genealogy: Fulani,أنساب: فلان
1714,,genealogy: Kunta,أنساب: كنته
1716,,biography: rulers of Segu,تراجم: ملوك سيغو
1717,,history: Bilad al-Sudan: Islamic conquest,تاريخ: بلاد السودان: غزو الاسلام (لبعض البلاد)
1718,,Prophet Muhammad / hadith,سيرة نبوية / حديث
1719,,conduct: marriage,آداب: نكاح
1720,,genealogy: Mauritania: IdawʿAli,أنساب: موريتانيا: ادواعل
1721,,literature: eulogy: Sīdi al-Mukhtār al-Kuntī,أدب: مدح: سيد المختار الكنتي
1723,,literature: elegy: Aḥmad al-Bakkāʿī al-Kuntī,أدب: رثاء: أحمد البكاي (كناتة)
1724,,jurisprudence / esoteric sciences,فقه / باطنيات
1726,,literature: eulogy: Sultan of Marrākash,أدب: مدح: سلطان مراكش
1727,,literature: eulogy: Baba Ahmad al-Kunti,أدب: مدح: باب أحمد الكنتي
1728,,literature: eulogy: Sidi Ahmad b. Aʿmar (ʿAmār),أدب: مدح: سيد أحمد بن أعمر (عمار)
1730,,literature: eulogy: Hamma al-Amin al-Kunti,أدب: مدح: حم الأمين الكنتي
1731,,jurisprudence / economy,فقه / إقتصاد
1732,,Prophet Muhammad: sunna,سيرة نبوية: سنة
1734,,biography: Muḥammad Yaḥyā b. Salīma al-Walātī,تراجم: محمد يحيي بن سليمة الولاتي
1735,,literature: eulogy: al-Shaykh al-Tijani,أدب: مدح: الشيخ التيجاني
1736,,literature: eulogy: Sīdi Muḥammad b. Sīdi al-Mukhtār al-Kuntī,أدب: مدح: سيد محمد بن سيد المختار الكنتي
1740,,literature: eulogy: Muhammad al-Mustafa,أدب: مدح: محمد المصطفي
1741,,politics / social matters,سياسة / مجتمعية
1742,,jurisprudence / astronomy,فقه / فلك
1744,,jurisprudence / politics,فقه / سياسة
1745,,Sufism: orders: Hamaliyya,تصوف: طرق: حملية
1746,,literature: eulogy: Saʿid b. Muhammad al-Nuri,أدب: مدح: سعيد بن محمد النور
1747,,devotional / ethics,تحنث / أخلاق
1750,,history: Mali: Azawad: Arawan and Taoudeni,تاريخ: مالي: أزواد: أروان وتاودني
1752,,jurisprudence: duties: prayer: Qabd,فقه: عبادات: صلاة: قبض
1753,,jurisprudence: principles / Arabic language: grammar,فقه: أصول / لغة عربية: نحو
1755,,education: license: Qadiriyya,تربية: إجازة: قادرية:
1758,,history: Sahara and Sudan,تاريخ: صحراء والسودان
1759,,logic / Arabic language,منطق / لغة عربية
1764,,literature: boasting,أدب: فخر
1765,,literature: tea,أدب: اتأي
1767,,genealogy: Ahmad b. Ahmad (Amir al-Muʾminun),أنساب: أحمد بن حمد (أمير المؤمنين)
1772,,Sufism: miracles,تصوف: كرامات
1773,,literature: eulogy: Ahmad Sikku b. al-Hajj ʿUmar,أدب: مدح: أحمد سيكو بن الحاج عمر
1777,,literature: eulogy: Ahmad al-Kabir al-Madani,أدب: مدح: أحمد الكبير المدني
1779,,belief / ethics,عقيدة / أخلاق
1780,,literature: eulogy: Ahmad b. al-Hajj ʿUmar,أدب: مدح: أحمد بن الحاج عمر
1784,,jurisprudence: marriage / sales,فقه: نكاح / بيوع
1785,,genealogy: Baba b. Sidi Mhammad b. Baba Ahmad al-Kunti,أنساب: باب بن سيد أمحمد بن باب أحمد الكني
1786,,literature / ethics,أدب / أخلاق
1787,,literature: eulogy: Ibn Hamud,أدب: مدح: ابن حمود
1788,,medicine: study of,طب: علم
1791,,literature: elegy: Mulāy al-Mahdī,أدب: رثاء: مولاي المهدي
1792,,history: Mauritania: Adrar and Shinqit,تاريخ: موريتانية: أدرار وشنجيط
1793,,history / genealogy,تاريخ / أنساب
1794,,history / stories,تايخ / قصص
1796,,literature: eulogy: al-Shadhili,أدب: مدح: الشاذلي
1797,,literature: eulogy: Mulay ʿAbd al-Rahman,أدب: مدح: مولاي عبد الرحمان
1798,,literature: eulogy: Sidi Muhammad b. Lahibib,أدب: مدح: سيد محمد بن لحبيب
1799,,literature: eulogy: ʿAbd Rabba,أدب: مدح: عبد ربه
1801,,literature: eulogy: al-Tijani,أدب: مدح: التيجاني
1806,,literature: eulogy: Amir of Kano,أدب: مدح: أمير كانو
1808,,social matters: smiths,مجتمعية: حدادين
1809,,literature / biography,أدب / تراجم
1810,,belief / esoteric sciences,عقيدة / باطنيات
1811,,ethics / devotional,أخلاق / تحنث
1812,,"literature: eulogy: Sidi Muhammad b. Bakr, Amir Awlad Idawʿaysh",أدب: مدح: سيد محمد بن بكر أمير أولاد اعيش
1813,,history / geography,تاريخ / جغرافيا
1814,,jurisprudence / education,فقه / تربية
1815,,Prophet Muhammad / astronomy,سيرة نبوية / فلك
1816,,philosophy,فلسفة
1819,,literature: elegy: Sīdi al-Mukhtār b. Aʿmar  b. Aḥmad al-Raqqādī (al-Kuntī),أدب: رثاء: سيد المختار بن أعمر بن أحمد الرقادي
1820,,Arabic language / Qurʾan,لغة عربية / قرآن
1821,,jurisprudence / social matters,فقه / مجتمعية
1824,,genealogy: Mauritania: tribes,أنساب: موريتانيا: قبائل
1825,,literature: eulogy: Ahl Wafi (Kunti),أدب: مدح: أهل الوافي (كناتة)
1826,,hadith / jurisprudence / Sufism,حديث / فقه / تصوف
1827,,politics: colonialism,سياسة: إستعمار
1828,,economy: trade,إقتصاد: تجارة
1829,,jurisprudence / social matters: guests,فقه / مجتمعية: ضيوف
1832,,jurisprudence / social matters: slaves,فقه / مجتمعية: عبيد
1833,,literature: elegy: al-Ṣiddīq b. Muḥammad b. ʿAlī b. Aḥmad,أدب: رثاء: الصديق بن محمد بن علي بن أحمد
1835,,history: Maghrib: Sharifian,تاريخ: المغرب: الشرفاء
1837,,jurisprudence: diverse: prayer / sales,فقه: متعدد: صلاة / بيوع
1838,,literature: elegy: Sīdi ʿAlī b. ʿAbd al-Raḥmān al-Anṣāri,أدب: رثاء: سيد اعل بن عبد الرحمان الأنصاري
1839,,science: agriculture,علوم: زراعة
1840,,hadith (and sunna),حديث (والسنة)
1841,,literature: eulogy: Ahl Aḥmad,أدب: مدح: أهل أحمد
1842,,literature: elegy: Shaykh Bāy al-Kuntī,أدب: رثاء: شيخ باي الكنتي
1843,,"history: Mali: Arawan, people of",تاريخ: مالي: أهل أروان
1845,,literature: eulogy: Aḥmad al-Bakkāʿī (al-Kuntī),أدب: مدح: أحمد البكاي (كناتة)
1846,,jurisprudence / politics: colonialism,فقه / سياسة: إستعمار
1848,,Arabic language: rhetoric: metaphor,لغة عربية: بلاغة: استعارة
1850,,literature: eulogy: Ahl Sidi al-Mukhtar,أدب: مدح: أهل سيد المختار
1851,,jurisprudence: duties: hijra,فقه: عبادات: هجرة
1854,,conduct: tea drinking,آداب: شرب الشاي
1855,,ethics / belief,أخلاق / عقيدة
1856,,literature: eulogy: Sidi Hamad b. Sidi Muhammad b. Sidi al-Mukhtar,أدب: مدح: سيد حماد بز سيد محمد بن سيد المختار
1859,,literature: eulogy: Muhammad al-Faqih,أدب: مدح: محمد الفقيه
1860,,Arabic language and Turkish: rhetoric: metaphor,لغة عربية ولغة تركية: بلاغة: استعارة
1861,,Arabic language: ʿajami: Turkish,لغة عربية: عجمي: لغة تركية
1862,,Arabic language: ʿajami: lexicon: Fulfulde dictionary,لغة عربية: عجمي: معجم: لغة فلانية: قاموس
1863,,literature: eulogy: Muhammad b. ʿAbd al-Rahman b. Hisham,أدب: مدح: محمد بن عبد الرحمان بن هشام
1864,,history / economy,تاريخ / إقتصاد
1867,,jurisprudence: property,فقه: حيازة
1868,,jurisprudence: transactions: religious bequests,فقه: معاملات: وقف: حبس
1869,,jurisprudence: duties: purification: ritual purity / sales,فقه: عبادات: طهارة / بيوع
1872,,literature / Sufism,أدب / تصوف
1873,,jurisprudence: sanctions: plundered property,فقه: عقوبات: مال مغصوب
1874,,jurisprudence: adjudication: animals: goats,فقه: قضاء: حيوانات: اغنام
1876,,medicine / astronomy,طب / فلك
1877,,literature: eulogy: Sīdi Wafī,أدب: مدح: سيد الوري
1878,,literature: eulogy: Mūlāy Ismāʿīl,أدب: مدح: مولاي اسماعيل
1879,,literature: eulogy: the two Wankarīs,أدب: مدح: الونكريين
1880,,jurisprudence: marriage: slaves: marriage portion,فقه: نكاح: عبيد: صداق
1881,,jurisprudence / economy / social matters,فقه / إقتصاد / مجتمعية
1882,,social matters / economy,مجتمعية / إقتصاد
1884,,literature: eulogy: sl-Shaykh al-Mundhir,أدب: مدح: الشيخ المنذر
1885,,ethics / social matters,أخلاق/ مجتمعية
1888,,esoteric sciences / astronomy,باطنيات / فلك
1891,,literature: eulogy: ʿAbd Allāh b. Sīdi Muḥammad al-Jīrī,أدب: مدح: عبد الله بن سيد محمد الجيري
1893,,social matters / jurisprudence,مجتمعية / فقه
1894,,Sufism / literature,تصوف / أدب
1895,,Arabic language: ʿajami: Songhay: rhetoric,لغة عربية: عجمي: لغة السنغي: بلاغة
1897,,literature: eulogy: al-Shaykh Hamad,أدب: مدح: الشيخ حماد
1899,,devotional: birthday of the Prophet,تحنث: مولد النبي
1900,,literature: eulogy: the two Kaolack shaykhs,أدب: مدح: الكولخيين
1901,,Sufism / devotional,تصوف / تحنث
1902,,literature: eulogy: al-Shaykh Sadid,أدب: مدح: الشيخ سديد
1903,,ethics / jurisprudence,أخلاق/ فقه
1904,,literature: eulogy: Awlad Ghaylan,أدب: مدح: أولاد غيلان
1905,,politics / economy / social matters,سياسة / إقتصاد / مجتمعية
1906,,jurisprudence: adjudication: animals,فقه: قضاء: حيوانات
1907,,jurisprudence / politics / social matters,فقه / سياسة / مجتمعية
1908,,politics / social matters / history,سياسة / مجتمعية / تاريخ
1909,,Sufism / history,تصوف / تاريخ
1911,,literature: eulogy: Zayn al-Jabahī,أدب: مدح: زين الجبهي
1912,,literature: eulogy: Sidi al-Mukhtar,أدب: مدح: سيد المختار
1913,,literature: eulogy: Zayn,أدب: مدح: زين
1914,,literature: eulogy: Sidi ʿĀlī,أدب: مدح: سيد عالي
1915,,literature: eulogy: Muhammad al-Hawsawi,أدب: مدح: محمد الهوساوي
1919,,literature: eulogy: al-Maymun b. Hamad,أدب: مدح: الميمون بن حماد
1920,,literature: eulogy: al-Amin b. Muhammad b. Sidi al-Mukhtar,أدب: مدح: الأمين بن محمد بن سيد المختار
1921,,jurisprudence / medicine,فقه / طب
1922,,Arabic language: ʿajami: Songhay,لغة عربية:  عجمي: لغة سونغاي
1923,,jurisprudence: diverse: insurance,فقه: متعدد: تامين
1925,,"literature: eulogy: Muhammad ""Akhat""","أدب: مدح: محمد ""اكحت"""
1928,,hadith / Qurʾan,حديث / قرآن
1929,,medicine / ethics,طب / أخلاق
1930,,literature: eulogy: al-Shaykh Sidid al-Inakanduri,أدب: مدح: الشيخ سيديد الانكندري
1931,,social matters / jurisprudence: lawful & unlawful: stimulants,مجتمعية / فقه: الحلال والحرام: مكيفات
1932,,literature: elegy: Muḥammad Ṭāhar,أدب: رثاء: محمد ظاهر
1933,,literature: eulogy: al-Shaykh Sidi Ahmad,أدب: مدح: الشيخ سيد أحمد
1934,,"literature: eulogy: Sidi Muhammad b. Amhamd, Amir al-Barabish",أدب: مدح: سيد محمد بن امهمد أمير البرابيش
1937,,literature: eulogy: Sidi Muhammad,أدب: مدح: سيد محمد
1938,,jurisprudence: adjudication: legal opinions: slavery,فقه: قضاء: فتاوي: عبد
1939,,literature: elegy: al-Shaykh Aḥmad b. Aʿmar (al-Yūnusī al-Walātī),أدب: رثاء: الشيخ أحمد بن أعمر
1940,,literature: elegy: Lāyla ʿAīsha bint al-Āzra,أدب: رثاء: لاله عيشة بنت الأزرق
1941,,jurisprudence: marriage: dispute between wives,فقه: نكاح: نزاع بين زوجين
1942,,literature: eulogy: Muhammad Mahmud b. al-Shaykh,أدب: مدح: محمد محمود بن الشيخ
1943,,jurisprudence: adjudication: animals: horses,فقه: قضاء: حيوانات: أفراس
1944,,politics / economy,سياسة / إقتصاد
1945,,literature: eulogy: Bahi b. Sidi Aʿmar,أدب: مدح: با بن سيد اعمر
1946,,literature: eulogy: Sharīf Yusmī ʾAb Mūlāy al-Ḥasan,أدب: مدح: شريف يسمي أب مولاي الحسن
1947,,Sufism / social matters,تصوف / مجتمعية
1949,,literature: eulogy: Hamad b. Muhammad,أدب: مدح: حماد بن محمد
1950,,literature: eulogy: several,أدب: مدح: متعدد
1951,,literature: eulogy: Sidi Aʿmar & others,أدب: مدح: سيد أعمر
1952,,literature: eulogy: Sidi b. Baba Ahmad b. Sidi Aʿmar,أدب: مدح: سيد بن باب أحمد بن سيد أعمر
1953,,literature: eulogy: Hajubid b. Hanun b. al-ʿArawani,أدب: مدح: هجو بيد بن هنون بن بيد العلوشي
1956,,"Qurʾan: recitation: articulation: the letter ""dad""",قرآن: تجويد: مخارج الحروف: نطق الضاد
1957,,literature: elegy: Sīdi Yahya al-Wankarī,أدب: رثاء: سيد يحي الونكري
1959,,jurisprudence: sanctions: theft,فقه: عقوبات: سرقة
1960,,conduct: coffee drinking,آداب: شرب القهوة
1963,,literature: ʿajami: Fulfulde,أدب: عجمي: لغة فلانية
1965,,jurisprudence: lawful & unlawful: animals,فقه: الحلال والحرام: حيوانات
1967,,politics: warfare (between Awlād ʿAlūsh and Ijmād),سياسة: محاربة (بين أولاد علوش و اجماد)
1969,,literature: eulogy: Muhammad al-Hashimi b. Alfa Hamm b. Saʿid al-Futi,أدب: مدح: محمد الهاشمي بن ألفا هم بن سعيد الفوتي
1970,,literature: elegy: ʿUthmān b. al-Ḥājj,أدب: رثاء: عثمان بن الحاج
1973,,jurisprudence: transactions: gifts,فقه: معاملات: هبات
1978,,jurisprudence: marriage / inheritance,فقه: نكاح / ميراث
1979,,literature: elegy: Bāba Aḥmad,أدب: رثاء: باب أحمد
1980,,"literature: eulogy: Ahmad b. Ahmad, Amir al-Muʾminin",أدب: مدح: أحمد بن أحمد أمير المؤمنين
1982,,esoteric sciences / Sufism,باطنيات/ تصوف
1983,,literature: eulogy: al-Sadiq b. Muhammad b. al-Bukhari,أدب: مدح: الصديق بن محمد بن البخاري
1984,,science: human body: exercise,علوم: جسم الانسان: رياضيات
1986,,literature: eulogy: Shaykh Ahmad,أدب: مدح: السيخ أحمد
1987,,literature: eulogy: al-Qadi Ahmad Baba b. Abi al-ʿAbbas,أدب: مدح: القاضي أحمد باب بن أبي العباس
1991,,jurisprudence: marriage: wives,فقه: نكاح: زواج
1992,,literature: eulogy: Alfa ʿUthman b. Ahmad,أدب: مدح: ألفا عثمان بن أحمد
1993,,science: agriculture: millet (names of),علوم: زراعة: زرع (أسماء)
1994,,science: agriculture: plants (names of),علوم: زراعة: نباتات (أسماء)
1995,,medicine: veterinary,طب: بيطرة
1996,,Qurʾan: praise of,قرآن: مدح
1997,,literature: eulogy: Baba b. al-Shaykh,أدب: مدح: باب بن الشيخ
1998,,literature: eulogy: Hamadi b. al-Khalil al-Jabahi,أدب: مدح: حمادي بن الخليل الجبهي
2000,,literature: eulogy: Sidi Aʿlī b. Aḥmad,أدب: مدح: سيد أعل بن أحمد
2001,,literature: eulogy: Shaykh Abu al-ʿAbbas,أدب: مدح: الشيخ أبي العباس
2002,,literature: eulogy: Muhammad Hamud b. al-Shaykh al-Arawani,أدب: مدح: محمد حمود بن الشيخ الأرواني
2003,,literature: eulogy: Shaykh ʿUmar al-Futi & Sidi Ahmad al-Bakkāʿī (al-Kunti),أدب: مدح: شيخ عمر الفوتي سيد أحمد البكائي
2005,,biography: Abu al-ʿAbbas Ahmad b. Jaʿfar al-Sabti,تراجم: أبي العباس أحمد بن جعفر السبتي
2006,,literature: eulogy: ʿUmar b. Saʿīd al-Fūtī (al-Ḥājj ʿUmar),أدب: مدح: الحاج عمر بن سعيد الفوتي
2007,,literature: eulogy: Yahya b. Saʿid al-Dawadi,أدب: مدح: يحيي بن سعيد الداودي
2008,,literature: eulogy: Muhammad b. Baba & Ibn ʾAb,أدب: مدح: محمد بن باب وابن أب
2009,,genealogy / jurisprudence: lawful & unlawful: stimulants,أساب / فقه: الحلال والحرام: مكيفات
2010,,literature: eulogy: Sidi Yalaj b. Yaki Talif,أدب: مدح: سيد يلج بن يركي تلف
2011,,literature: elegy: Muḥammad Kūrī,أدب: رثاء: محمد كوري
2012,,literature: eulogy: Muhammad Bello al-Fudi,أدب: مدح: محمد بل فودي
2013,,biography: ʿAbd al-Qadir,تراجم: عبد القادر
2014,,politics: warfare,سياسة: حروب
2015,,literature: eulogy: Ibn Fudi,أدب: مدح: ابن فودي
2016,,Arabic language: ʿajami: Songhay & Tamashaq,لغة عربية: عجمي: لغة سنغاي ولغة تاماشق
2018,,literature / esoteric sciences,أدب / باطنيات
2021,,literature: elegy: Sīdiyya b. al-Mukhtār b. al-Hayba  (al-Intishāʾī),أدب: رثاء: سيديا بن المختار بن الهيبه
2022,,literature: eulogy: Zayn b. ʿAbd al-ʿAziz al-Jabahi,أدب: مدح: زين بن عبد العزيز الجبهي
2023,,literature: congratulation,أدب: تهنئة
2024,,literature: eulogy: Ahmad Baba b. Abi al-ʿAbbas,أدب: مدح: أحمد بابا بن ابي العباس
2025,,literature: eulogy: Ahmad al-Tijani,أدب: مدح: أحمد التيجاني
2028,,literature: eulogy: Muhammad Ahmad Baba al-Khirshi,أدب: مدح: محمد أحمد بابا الخرشي
2029,,economy: adjudication: animals: camels,فقه: قضاء: حيوانات: أجمال
2030,,literature: eulogy: al-Zayn b. ʿAbd al-ʿAziz al-Jabahi,أدب: مدح: الزين بن عبد العزيز الجبهي
2034,,belief / history,عقيدة / تاريخ
2035,,genealogy / history,أنساب / تاريخ
2036,,literature: eulogy: ʿAbd al-ʿAzīz al-Jabahī,أدب: مدح: عبد العزيز الجبهي
2037,,biography: Ibn Salima al-Walati,تراجم: ابن سليمة الولاتي
2038,,literature: eulogy: al-Tahir ibn al-Mahdi,أدب: مدح: الطاهر ابن المهدي
2039,,hadith / biography,حديث / تراجم
2040,,"literature: eulogy: al-Mahdi, Amir of the Kel-Intesar",أدب: مدح: المهدي أمير كلنتصر
2041,,literature: elegy: Muḥammad al-Mukhtār b. al-Ḥabīb al-ʿAlawī,أدب: رثاء: محمد المختار بن الحبيب العلوي
2042,,literature: elegy: ʿUmar b. Muḥammad al-Amīn Ṣanuf,أدب: رثاء: عمر بن محمد الأمين صنف
2045,,"literature: elegy: Aḥmad, Amīr al-Muʾminīn",أدب: رثاء: أحمد أمير المؤمنين
2046,,literature: eulogy: Yusuf al-Kanawi al-Fullati,أدب: مدح: يوسف الكنوي الفلاتي
2047,,literature: eulogy: Alfa Muhammad b. Ahmad Kanati,أدب: مدح: ألفا محمد بن أحمد كناتي
2048,,jurisprudence / belief / logic,فقه / عقيدة / منطق
2049,,literature: eulogy: Ahmadu Ahmadu,أدب: مدح: أحمد أحمد
2050,,literature: eulogy: Sidayd al-Kaladi,أدب: مدح: سديد الكلادي
2052,,literature: eulogy: Mūlāy  Aḥmad b. Mūlāy  ʿAbd Allāh,أدب: مدح: مولاي أحمد بن مولاي عبد الله
2053,,literature: elegy: ʿĀysha bint Alfā ʿUmar al-Janāwī,أدب: رثاء: عاءشه بنت ألفا عمر الجناوي
2057,,literature: eulogy: al-Tahir b. al-Mahdi al-Ansari,أدب: مدح: الطاهر بن المهدي الأنصاري
2058,,Prophet Muhammad: wives (and diverse other),سيرة نبوية: أزواج النبي (ومتعدد غيرها)
2059,,literature: eulogy: Muhammad Yahya b. Salim,أدب: مدح: محمد يحيي بن سليم
2061,,literature: elegy: Sīdi ʿAlī b. Sīdi ʿUmar al-Arawānī,أدب: رثاء: سيد عالي بن سيد عمار الأرواني
2062,,literature: elegy: ʿAbd al-Wahhāb al-Taknī,أدب: رثاء: عبد الوهاب التكني
2063,,literature: eulogy: Sidi Ahmad al-Sayd al-Arawani,أدب: مدح: سيد أحمد الصيد الأروني
2064,,bibliography / education: license,ببليوغرافيا / تربية: إجازة
2065,,literature: eulogy: Ibn Mayaba al-Jakani,أدب: مدح: ابن مايابي الجكني
2066,,literature: eulogy: Ahmad b. Muhammad Hafiz al-Shinqiti,أدب: مدح: أحمد بن محمد الحفظ الشنقيطي
2067,,literature: eulogy: ʿUthmān b. Muḥammad Fūdī (Usman Dan Fodio),أدب: مدح: عثمان بن فودي
2068,,literature: eulogy: Mūlāy ʿAli,أدب: مدح: مولاي اعلي
2069,,hadith / Sufism,حديث / تصوف
2070,,literature: eulogy: Sīdi Yaḥyā al-Wankarī,أدب: مدح: سيد يحيي الونكري
2071,,literature: eulogy: Ahmad b. Sanab al-Fulani,أدب: مدح: أحمد بن صنب الفلاني
2073,,literature: eulogy: Abu Khayr b. al-Ḥālla al-Ārawanī,أدب: مدح: أبو الخير بن الحاة الأروني
2075,,literature: elegy: Zayn b. ʿAbd al-Azīz,أدب: رثاء: زين بن عبد العزيز
2077,,politics: warfare: Kunta & Idaw al-Hajj,سياسة: محاربة: كنتة واداو الحاج
2081,,literature: censure,أدب: لومة
2084,,jurisprudence: lawful & unlawful: apostacy,فقه: الحلال والحرام: ردة
2086,,literature: elegy: Imām al-Suyuṭī,أدب: رثاء: الامام السيوطي
2087,,literature: elegy: Bāba Wānkarī,أدب: رثاء: باب وانكري
2088,,literature: elegy: al-Qāḍī  Aḥmad Bābā b. Abī  al-ʿAbāss,أدب: رثاء: القاضي أحمد بابا أبي العباس
2089,,economy: census: private property,إقتصاد: إحصاء: مال خاص
2090,,jurisprudence: diverse: found objects,فقه: متعدد: الاقيطة
2091,,"literature: eulogy: Muhammad ʿAli b. al-Tahir, Amir Kelintisar",أدب: مدح: محمد علي بن الطاهر أمير كلنتصر
2093,,"literature: eulogy: al-Tahir b. al-Mahdi, Amir Kalintisar",أدب: مدح: الطاهر بن المهديي أمير كلنتصر
2095,,literature: eulogy: Ahmad b. Bulʿaraf al-Takni,أدب: مدح: أحمد بن نولعراف التكني
2096,,literature: elegy: Amīr Ahl Arawān,أدب: رثاء: أمير أهل أروان
2097,,literature: elegy: Sīdi Aḥmad b. Aʿmar b. Aḥmad al-Raqqādī (al-Kuntī),أدب: رثاء: سيد أحمد بن أعمر  بن أحمد الرقادي
2098,,literature: eulogy: Amir Massina,أدب: مدح: أمير ماسنة
2100,,literature: eulogy: al-Shaykh al-Tahir,أدب: مدح: الشيخ الطاهر
2102,,economy: salt,إقتصاد: ملح
